session,section,total_think_aloud_count,total_search_count,total_topic_change_count,total_mouse_hover_count,total_draging_count,total_open-doc_count,total_reading_count,total_highlight_count,total_connection_count,total_create_note_count,total_add_note_count,think_aloud_ratio,search_ratio,topic_change_ratio,mouse_hover_ratio,draging_ratio,open-doc_ratio,reading_ratio,highlight_ratio,connection_ratio,create_note_ratio,add_note_ratio,total_interaction_count,total_duration,repeat_searches,prop_repeat_searches,search_term_similarity,search_time_std_dev,search_open_overlap,search_term_efficiency,total_initialized_count,total_query_results_count,total_read_count,total_playaudiofileinnewwindow_count,total_collapse_count,total_find_count,total_dispositionupdated_count,total_noteupdated_count,total_listening_count,total_createdocumentbucket_count,total_addtodocumentbucket_count,total_removefromdocumentbucket_count,total_tabs_to_questions_count,total_tabs_to_cap_count,total_edit_document_bucket_count,total_loaddocumentlist_count,total_show_count,total_getdocuments_count,total_answers_question_count,total_tabs_to_supplementary_count,total_tabs_to_bundle_count,total_reads_count,total_tabs_to_abreviations_count,total_answers_confidence_count,total_tabs_to_bundles_count,total_answer_count,total_initiate_count,total_custom_count,initialized_ratio,query_results_ratio,read_ratio,playaudiofileinnewwindow_ratio,collapse_ratio,find_ratio,dispositionupdated_ratio,noteupdated_ratio,listening_ratio,createdocumentbucket_ratio,addtodocumentbucket_ratio,removefromdocumentbucket_ratio,tabs_to_questions_ratio,tabs_to_cap_ratio,edit_document_bucket_ratio,loaddocumentlist_ratio,show_ratio,getdocuments_ratio,answers_question_ratio,tabs_to_supplementary_ratio,tabs_to_bundle_ratio,reads_ratio,tabs_to_abreviations_ratio,answers_confidence_ratio,tabs_to_bundles_ratio,answer_ratio,initiate_ratio,custom_ratio,total_switch_count,total_discover_count,total_save_count,total_revisit_count,total_assign_count,switch_ratio,discover_ratio,save_ratio,revisit_ratio,assign_ratio,DataExploreCounts,VisualExploreCounts,InsightCounts,TheorizeCounts,DiscoveryCounts,NewIdeaCounts,OrganizeCounts,PatternRecognitionCounts,TrailCounts,DataExploreUsual,VisualExploreUsual,InsightUsual,TheorizeUsual,DiscoveryUsual,NewIdeaUsual,OrganizeUsual,PatternRecognitionUsual,TrailUsual,TotalUsual,DataExploreUnusual,VisualExploreUnusual,InsightUnusual,TheorizeUnusual,DiscoveryUnusual,NewIdeaUnusual,OrganizeUnusual,PatternRecognitionUnusual,TrailUnusual,TotalUnusual
Terrorist_P3_InteractionsLogs.json,dataset2,68.0,19,7.0,71.0,128.0,85,875.0,5.0,16.0,10.0,8.0,0.0526315789473684,0.0147058823529411,0.0054179566563467,0.054953560371517,0.0990712074303405,0.0657894736842105,0.6772445820433437,0.0038699690402476,0.0123839009287925,0.0077399380804953,0.0061919504643962,1292,39370,4,0.2105263157894736,0.2380376170890308,4592.498166505538,0.3655955560939258,15.36842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.0,42.0,14.0,141.0,70.0,80.0,15.0,23.0,131.0,0.944516129032258,0.5,0.7142857142857143,0.5957446808510638,0.0,0.8625,0.1333333333333333,0.7391304347826086,0.9465648854961832,0.820294345468629,0.0554838709677419,0.5,0.2857142857142857,0.4042553191489361,1.0,0.1375,0.8666666666666667,0.2608695652173913,0.0534351145038167,0.179705654531371
Terrorist_P4_InteractionsLogs.json,dataset2,42.0,28,11.0,247.0,181.0,106,219.0,82.0,20.0,9.0,8.0,0.0440713536201469,0.0293809024134312,0.0115424973767051,0.2591815320041972,0.1899265477439664,0.111227701993704,0.229800629590766,0.0860440713536201,0.0209863588667366,0.0094438614900314,0.0083945435466946,953,54699,1,0.0357142857142857,0.0490721327180142,13071.73191756683,0.2817389455782312,7.321428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,291.0,34.0,100.0,88.0,97.0,37.0,38.0,92.0,0.9085714285714286,1.0,0.7352941176470589,0.7,0.6818181818181818,0.8144329896907216,0.7027027027027027,0.0,0.75,0.8182773109243697,0.0914285714285714,0.0,0.2647058823529412,0.3,0.3181818181818182,0.1855670103092783,0.2972972972972973,1.0,0.25,0.1817226890756302
Terrorist_P5_InteractionsLogs.json,dataset2,31.0,56,7.0,204.0,261.0,82,513.0,31.0,2.0,12.0,12.0,0.0255986787778695,0.0462427745664739,0.0057803468208092,0.1684558216350123,0.2155243600330305,0.0677126341866226,0.4236168455821635,0.0255986787778695,0.0016515276630883,0.0099091659785301,0.0099091659785301,1211,54110,19,0.3392857142857143,0.1367813288468065,6871.037598301492,0.3984665274365403,21.178571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.0,240.0,26.0,210.0,49.0,47.0,15.0,12.0,212.0,0.9223057644110276,1.0,0.6923076923076923,0.6857142857142857,0.0,0.851063829787234,0.4666666666666667,0.0,0.839622641509434,0.8223140495867769,0.0776942355889724,0.0,0.3076923076923077,0.3142857142857143,1.0,0.1489361702127659,0.5333333333333333,1.0,0.160377358490566,0.1776859504132231
Terrorist_P6_InteractionsLogs.json,dataset2,65.0,31,9.0,111.0,224.0,57,416.0,9.0,8.0,2.0,2.0,0.069593147751606,0.0331905781584582,0.0096359743040685,0.1188436830835117,0.2398286937901499,0.0610278372591006,0.4453961456102783,0.0096359743040685,0.0085653104925053,0.0021413276231263,0.0021413276231263,934,53859,11,0.3548387096774194,0.1333807446241215,3985.090789834758,0.3867959549411161,14.935483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.0,187.0,27.0,129.0,42.0,44.0,18.0,17.0,128.0,0.9032258064516128,1.0,0.8888888888888888,0.689922480620155,0.0,0.8636363636363636,0.3333333333333333,0.0,0.75,0.8017148981779206,0.0967741935483871,0.0,0.1111111111111111,0.3100775193798449,1.0,0.1363636363636363,0.6666666666666666,1.0,0.25,0.1982851018220793
Terrorist_P7_InteractionsLogs.json,dataset2,76.0,57,12.0,275.0,219.0,139,358.0,31.0,12.0,6.0,7.0,0.0637583892617449,0.0478187919463087,0.0100671140939597,0.2307046979865771,0.1837248322147651,0.1166107382550335,0.3003355704697986,0.0260067114093959,0.0100671140939597,0.0050335570469798,0.0058724832214765,1192,55275,19,0.3333333333333333,0.1679954596033164,5801.369487172121,0.549439856093035,9.36842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.0,287.0,22.0,163.0,70.0,71.0,43.0,40.0,163.0,0.8072289156626506,1.0,0.5454545454545454,0.8834355828220859,0.0,0.6901408450704225,0.8837209302325582,0.55,0.8773006134969326,0.8085642317380353,0.1927710843373494,0.0,0.4545454545454545,0.1165644171779141,1.0,0.3098591549295774,0.1162790697674418,0.45,0.1226993865030674,0.1914357682619647
Terrorist_P8_InteractionsLogs.json,dataset2,34.0,48,10.0,189.0,145.0,80,167.0,64.0,6.0,2.0,1.0,0.0455764075067024,0.064343163538874,0.0134048257372654,0.2533512064343163,0.1943699731903485,0.1072386058981233,0.2238605898123324,0.0857908847184986,0.0080428954423592,0.002680965147453,0.0013404825737265,746,52557,6,0.125,0.1618764397297525,7574.126527873651,0.562923258667502,5.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,220.0,12.0,81.0,73.0,64.0,33.0,22.0,89.0,0.8675496688741722,1.0,0.0,0.6666666666666666,0.684931506849315,0.8125,0.8181818181818182,0.0,0.4606741573033708,0.7718120805369127,0.1324503311258278,0.0,1.0,0.3333333333333333,0.3150684931506849,0.1875,0.1818181818181818,1.0,0.5393258426966292,0.2281879194630872
Disappearance_P1_InteractionsLogs.json,dataset3,125.0,35,10.0,125.0,128.0,60,220.0,9.0,18.0,1.0,1.0,0.1707650273224043,0.0478142076502732,0.0136612021857923,0.1707650273224043,0.174863387978142,0.081967213114754,0.3005464480874317,0.0122950819672131,0.0245901639344262,0.0013661202185792,0.0013661202185792,732,47305,7,0.1999999999999999,0.0674783519720601,5406.741557436193,0.2540040267922782,21.62857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,113.0,61.0,102.0,54.0,59.0,38.0,38.0,98.0,0.8571428571428571,0.7433628318584071,0.8688524590163934,0.8431372549019608,0.5925925925925926,0.7796610169491526,0.6052631578947368,0.7631578947368421,0.6632653061224489,0.7688098495212038,0.1428571428571428,0.2566371681415929,0.1311475409836065,0.1568627450980392,0.4074074074074074,0.2203389830508474,0.3947368421052631,0.2368421052631578,0.336734693877551,0.2311901504787961
Disappearance_P2_InteractionsLogs.json,dataset3,105.0,33,12.0,154.0,156.0,135,320.0,41.0,21.0,2.0,28.0,0.1042701092353525,0.0327706057596822,0.0119165839126117,0.1529294935451837,0.1549155908639523,0.1340615690168818,0.3177755710029791,0.0407149950347567,0.0208540218470705,0.0019860973187686,0.0278053624627606,1007,58611,1,0.0303030303030302,0.0689372966128095,3919.945941910424,0.4552308802308802,6.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.0,141.0,37.0,119.0,103.0,114.0,49.0,57.0,109.0,0.8014440433212996,1.0,0.4594594594594595,0.6050420168067226,0.3495145631067961,0.912280701754386,0.8979591836734694,0.4561403508771929,0.8807339449541285,0.7534791252485089,0.1985559566787003,0.0,0.5405405405405406,0.3949579831932773,0.6504854368932039,0.087719298245614,0.1020408163265306,0.543859649122807,0.1192660550458715,0.246520874751491
Disappearance_P3_InteractionsLogs.json,dataset3,81.0,47,11.0,152.0,78.0,156,413.0,38.0,21.0,2.0,6.0,0.0805970149253731,0.0467661691542288,0.0109452736318407,0.1512437810945273,0.0776119402985074,0.1552238805970149,0.4109452736318408,0.0378109452736318,0.0208955223880597,0.0019900497512437,0.0059701492537313,1005,56496,9,0.1914893617021277,0.1200612929934619,10353.553625662227,0.3935779438171725,14.48936170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.0,67.0,34.0,121.0,75.0,74.0,41.0,39.0,123.0,0.813953488372093,0.8656716417910447,0.8529411764705882,0.2892561983471074,0.1333333333333333,0.7972972972972973,0.8780487804878049,0.7692307692307693,0.8780487804878049,0.7121513944223108,0.1860465116279069,0.1343283582089552,0.1470588235294117,0.7107438016528925,0.8666666666666667,0.2027027027027027,0.1219512195121951,0.2307692307692307,0.1219512195121951,0.2878486055776892
Disappearance_P4_InteractionsLogs.json,dataset3,44.0,26,9.0,245.0,82.0,108,498.0,9.0,3.0,1.0,14.0,0.0423484119345524,0.02502406159769,0.0086621751684311,0.2358036573628489,0.0789220404234841,0.1039461020211742,0.4793070259865255,0.0086621751684311,0.0028873917228103,0.0009624639076034,0.0134744947064485,1039,57378,6,0.2307692307692307,0.1109478191713574,16595.404858064685,0.3879187725986997,19.384615384615383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.0,171.0,9.0,139.0,49.0,46.0,16.0,13.0,143.0,0.8893805309734514,0.8070175438596491,0.1111111111111111,0.539568345323741,0.0,0.8043478260869565,0.75,0.0,0.9230769230769232,0.7678227360308285,0.1106194690265486,0.1929824561403508,0.8888888888888888,0.460431654676259,1.0,0.1956521739130435,0.25,1.0,0.0769230769230769,0.2321772639691715
Disappearance_P5_InteractionsLogs.json,dataset3,51.0,15,8.0,175.0,222.0,134,218.0,11.0,26.0,5.0,7.0,0.05848623853211,0.0172018348623853,0.0091743119266055,0.2006880733944954,0.2545871559633027,0.1536697247706422,0.25,0.0126146788990825,0.0298165137614678,0.0057339449541284,0.0080275229357798,872,44837,1,0.0666666666666666,0.0400476391152565,10986.878440226665,0.5110320691592224,34.733333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,181.0,9.0,159.0,33.0,37.0,56.0,58.0,155.0,0.918032786885246,1.0,0.5555555555555556,0.9685534591194968,0.0,0.7297297297297297,0.9285714285714286,0.7931034482758621,0.8387096774193549,0.8760045924225028,0.081967213114754,0.0,0.4444444444444444,0.0314465408805031,1.0,0.2702702702702703,0.0714285714285714,0.2068965517241379,0.1612903225806451,0.1239954075774971
